IP Address,Common Name,Organization,Country,Locality,Province,Subject Alternative DNS Name,Subject Alternative IP address,Self-signed
"3.5.74.39","*.s3-eu-west-1.amazonaws.com","","","","","*.s3-eu-west-1.amazonaws.com|*.s3-accesspoint.dualstack.eu-west-1.amazonaws.com|*.s3.amazonaws.com|s3-eu-west-1.amazonaws.com|s3.eu-west-1.amazonaws.com|s3.dualstack.eu-west-1.amazonaws.com|*.s3-control.eu-west-1.amazonaws.com|s3-control.dualstack.eu-west-1.amazonaws.com|*.s3-deprecated.eu-west-1.amazonaws.com|*.s3.dualstack.eu-west-1.amazonaws.com|s3-control.eu-west-1.amazonaws.com|s3-deprecated.eu-west-1.amazonaws.com|s3.amazonaws.com|*.s3-control.dualstack.eu-west-1.amazonaws.com|*.s3-external-3.amazonaws.com|s3-external-3.amazonaws.com|*.s3.eu-west-1.amazonaws.com|*.s3-accesspoint.eu-west-1.amazonaws.com","","false"
"3.5.75.110","*.s3-eu-west-1.amazonaws.com","","","","","*.s3-eu-west-1.amazonaws.com|*.s3-accesspoint.dualstack.eu-west-1.amazonaws.com|*.s3.amazonaws.com|s3-eu-west-1.amazonaws.com|s3.eu-west-1.amazonaws.com|s3.dualstack.eu-west-1.amazonaws.com|*.s3-control.eu-west-1.amazonaws.com|s3-control.dualstack.eu-west-1.amazonaws.com|*.s3-deprecated.eu-west-1.amazonaws.com|*.s3.dualstack.eu-west-1.amazonaws.com|s3-control.eu-west-1.amazonaws.com|s3-deprecated.eu-west-1.amazonaws.com|s3.amazonaws.com|*.s3-control.dualstack.eu-west-1.amazonaws.com|*.s3-external-3.amazonaws.com|s3-external-3.amazonaws.com|*.s3.eu-west-1.amazonaws.com|*.s3-accesspoint.eu-west-1.amazonaws.com","","false"
"3.5.75.108","*.s3-eu-west-1.amazonaws.com","","","","","*.s3-eu-west-1.amazonaws.com|*.s3-accesspoint.dualstack.eu-west-1.amazonaws.com|*.s3.amazonaws.com|s3-eu-west-1.amazonaws.com|s3.eu-west-1.amazonaws.com|s3.dualstack.eu-west-1.amazonaws.com|*.s3-control.eu-west-1.amazonaws.com|s3-control.dualstack.eu-west-1.amazonaws.com|*.s3-deprecated.eu-west-1.amazonaws.com|*.s3.dualstack.eu-west-1.amazonaws.com|s3-control.eu-west-1.amazonaws.com|s3-deprecated.eu-west-1.amazonaws.com|s3.amazonaws.com|*.s3-control.dualstack.eu-west-1.amazonaws.com|*.s3-external-3.amazonaws.com|s3-external-3.amazonaws.com|*.s3.eu-west-1.amazonaws.com|*.s3-accesspoint.eu-west-1.amazonaws.com","","false"
"3.5.74.118","*.s3-eu-west-1.amazonaws.com","","","","","*.s3-eu-west-1.amazonaws.com|*.s3-accesspoint.dualstack.eu-west-1.amazonaws.com|*.s3.amazonaws.com|s3-eu-west-1.amazonaws.com|s3.eu-west-1.amazonaws.com|s3.dualstack.eu-west-1.amazonaws.com|*.s3-control.eu-west-1.amazonaws.com|s3-control.dualstack.eu-west-1.amazonaws.com|*.s3-deprecated.eu-west-1.amazonaws.com|*.s3.dualstack.eu-west-1.amazonaws.com|s3-control.eu-west-1.amazonaws.com|s3-deprecated.eu-west-1.amazonaws.com|s3.amazonaws.com|*.s3-control.dualstack.eu-west-1.amazonaws.com|*.s3-external-3.amazonaws.com|s3-external-3.amazonaws.com|*.s3.eu-west-1.amazonaws.com|*.s3-accesspoint.eu-west-1.amazonaws.com","","false"
"3.5.74.45","*.s3-eu-west-1.amazonaws.com","","","","","*.s3-eu-west-1.amazonaws.com|*.s3-accesspoint.dualstack.eu-west-1.amazonaws.com|*.s3.amazonaws.com|s3-eu-west-1.amazonaws.com|s3.eu-west-1.amazonaws.com|s3.dualstack.eu-west-1.amazonaws.com|*.s3-control.eu-west-1.amazonaws.com|s3-control.dualstack.eu-west-1.amazonaws.com|*.s3-deprecated.eu-west-1.amazonaws.com|*.s3.dualstack.eu-west-1.amazonaws.com|s3-control.eu-west-1.amazonaws.com|s3-deprecated.eu-west-1.amazonaws.com|s3.amazonaws.com|*.s3-control.dualstack.eu-west-1.amazonaws.com|*.s3-external-3.amazonaws.com|s3-external-3.amazonaws.com|*.s3.eu-west-1.amazonaws.com|*.s3-accesspoint.eu-west-1.amazonaws.com","","false"
"3.5.75.109","*.s3-eu-west-1.amazonaws.com","","","","","*.s3-eu-west-1.amazonaws.com|*.s3-accesspoint.dualstack.eu-west-1.amazonaws.com|*.s3.amazonaws.com|s3-eu-west-1.amazonaws.com|s3.eu-west-1.amazonaws.com|s3.dualstack.eu-west-1.amazonaws.com|*.s3-control.eu-west-1.amazonaws.com|s3-control.dualstack.eu-west-1.amazonaws.com|*.s3-deprecated.eu-west-1.amazonaws.com|*.s3.dualstack.eu-west-1.amazonaws.com|s3-control.eu-west-1.amazonaws.com|s3-deprecated.eu-west-1.amazonaws.com|s3.amazonaws.com|*.s3-control.dualstack.eu-west-1.amazonaws.com|*.s3-external-3.amazonaws.com|s3-external-3.amazonaws.com|*.s3.eu-west-1.amazonaws.com|*.s3-accesspoint.eu-west-1.amazonaws.com","","false"
"3.5.74.87","*.s3-eu-west-1.amazonaws.com","","","","","*.s3-eu-west-1.amazonaws.com|*.s3-accesspoint.dualstack.eu-west-1.amazonaws.com|*.s3.amazonaws.com|s3-eu-west-1.amazonaws.com|s3.eu-west-1.amazonaws.com|s3.dualstack.eu-west-1.amazonaws.com|*.s3-control.eu-west-1.amazonaws.com|s3-control.dualstack.eu-west-1.amazonaws.com|*.s3-deprecated.eu-west-1.amazonaws.com|*.s3.dualstack.eu-west-1.amazonaws.com|s3-control.eu-west-1.amazonaws.com|s3-deprecated.eu-west-1.amazonaws.com|s3.amazonaws.com|*.s3-control.dualstack.eu-west-1.amazonaws.com|*.s3-external-3.amazonaws.com|s3-external-3.amazonaws.com|*.s3.eu-west-1.amazonaws.com|*.s3-accesspoint.eu-west-1.amazonaws.com","","false"
"3.5.75.106","*.s3-eu-west-1.amazonaws.com","","","","","*.s3-eu-west-1.amazonaws.com|*.s3-accesspoint.dualstack.eu-west-1.amazonaws.com|*.s3.amazonaws.com|s3-eu-west-1.amazonaws.com|s3.eu-west-1.amazonaws.com|s3.dualstack.eu-west-1.amazonaws.com|*.s3-control.eu-west-1.amazonaws.com|s3-control.dualstack.eu-west-1.amazonaws.com|*.s3-deprecated.eu-west-1.amazonaws.com|*.s3.dualstack.eu-west-1.amazonaws.com|s3-control.eu-west-1.amazonaws.com|s3-deprecated.eu-west-1.amazonaws.com|s3.amazonaws.com|*.s3-control.dualstack.eu-west-1.amazonaws.com|*.s3-external-3.amazonaws.com|s3-external-3.amazonaws.com|*.s3.eu-west-1.amazonaws.com|*.s3-accesspoint.eu-west-1.amazonaws.com","","false"
"3.5.74.17","*.s3-eu-west-1.amazonaws.com","","","","","*.s3-eu-west-1.amazonaws.com|*.s3-accesspoint.dualstack.eu-west-1.amazonaws.com|*.s3.amazonaws.com|s3-eu-west-1.amazonaws.com|s3.eu-west-1.amazonaws.com|s3.dualstack.eu-west-1.amazonaws.com|*.s3-control.eu-west-1.amazonaws.com|s3-control.dualstack.eu-west-1.amazonaws.com|*.s3-deprecated.eu-west-1.amazonaws.com|*.s3.dualstack.eu-west-1.amazonaws.com|s3-control.eu-west-1.amazonaws.com|s3-deprecated.eu-west-1.amazonaws.com|s3.amazonaws.com|*.s3-control.dualstack.eu-west-1.amazonaws.com|*.s3-external-3.amazonaws.com|s3-external-3.amazonaws.com|*.s3.eu-west-1.amazonaws.com|*.s3-accesspoint.eu-west-1.amazonaws.com","","false"
"3.5.75.107","*.s3-eu-west-1.amazonaws.com","","","","","*.s3-eu-west-1.amazonaws.com|*.s3-accesspoint.dualstack.eu-west-1.amazonaws.com|*.s3.amazonaws.com|s3-eu-west-1.amazonaws.com|s3.eu-west-1.amazonaws.com|s3.dualstack.eu-west-1.amazonaws.com|*.s3-control.eu-west-1.amazonaws.com|s3-control.dualstack.eu-west-1.amazonaws.com|*.s3-deprecated.eu-west-1.amazonaws.com|*.s3.dualstack.eu-west-1.amazonaws.com|s3-control.eu-west-1.amazonaws.com|s3-deprecated.eu-west-1.amazonaws.com|s3.amazonaws.com|*.s3-control.dualstack.eu-west-1.amazonaws.com|*.s3-external-3.amazonaws.com|s3-external-3.amazonaws.com|*.s3.eu-west-1.amazonaws.com|*.s3-accesspoint.eu-west-1.amazonaws.com","","false"
